,index,population,supermarket
778,220710006163010,110.0,1852.7
779,220710006163012,1.0,1747.6
780,220710006163013,93.0,1933.2
781,220710006163014,87.0,2068.9
782,220710006163017,201.0,2622.6
783,220710006163018,40.0,2599.9
784,220710006163019,50.0,2430.0
785,220710006163020,94.0,2421.8
786,220710006163021,91.0,2341.2
787,220710006163022,121.0,2263.5
788,220710006163023,105.0,2167.0
789,220710006163024,256.0,2111.8
790,220710006163025,107.0,2080.8
791,220710006163026,23.0,2635.1
792,220710006163027,53.0,2576.1
793,220710006163028,60.0,2505.5
794,220710006171002,140.0,3311.1
795,220710006171004,660.0,3566.5
796,220710006171005,65.0,3472.7
797,220710006171006,46.0,3573.4
798,220710006171007,140.0,3551.6
799,220710006171008,77.0,3597.0
800,220710006171015,54.0,3259.1
801,220710006171017,100.0,3491.3
802,220710006171018,74.0,3414.3
803,220710006171019,138.0,3486.4
804,220710006171020,88.0,3583.7
805,220710006171021,50.0,3559.2
806,220710006171023,20.0,3684.9
807,220710006172001,430.0,3702.2
808,220710006172002,117.0,3126.3
809,220710006172007,1395.0,3096.8
810,220710006172008,61.0,3224.9
811,220710006172009,152.0,3156.6
812,220710006172010,101.0,2761.1
813,220710006172011,125.0,3204.2
814,220710006172012,112.0,3265.6
815,220710006172013,189.0,3103.9
816,220710006181000,232.0,1308.8
817,220710006181001,55.0,1594.0
818,220710006181002,65.0,1198.4
819,220710006181003,58.0,1482.7
820,220710006181004,64.0,1556.5
821,220710006181005,133.0,1194.3
822,220710006181006,96.0,1513.5
823,220710006181008,16.0,967.8
824,220710006181009,138.0,1137.3
825,220710006181010,92.0,1185.8
826,220710006181015,107.0,2215.7
827,220710006181024,7.0,1449.2
828,220710006181026,38.0,1451.7
